# Name = UIS1
# Version = 1.0
# Location = Universidad Industrial de Santander
# Sensors = Presion, Temperatura, Humedad, Irradiancia, Iluminancia, Ruido, LLuvia, CO2, NO2, Latitud, Longitud, Nubosidad
# Power = Red
# GPS = si
# Time Zone = UTC-5
# Data = UTCtime GPStime Presion Temperatura Humedad Irradiancia Iluminancia  Ruido Lluvia CO2 NO2 Latitud Longitud Nubosidad 
1468051201.0 100 170042.23	1002.59	20.70	86.87	0.00	231.48	0.68	-666.00	309.89	0.00	708.35	7307.28
1468051201.0 100 170042.23	1002.19	20.51	90.82	0.00	225.04	10.22	-666.00	309.55	0.00	708.35	7307.28
1468051202.0 100 170042.23	1002.59	20.70	90.66	0.00	227.60	7.67	-666.00	309.60	0.00	708.35	7307.28
1468051203.0 100 170042.23	1000.94	20.51	90.66	0.00	223.76	-2.33	-666.00	309.55	0.00	708.35	7307.28
1468051204.0 100 170042.23	1002.99	20.89	90.82	0.00	226.32	5.45	-666.00	309.55	0.00	708.35	7307.28
1468051204.0 100 170042.23	1002.59	20.70	90.98	0.00	223.76	6.12	-666.00	309.60	0.00	708.35	7307.28
1468051205.0 100 170042.23	1002.99	20.89	90.51	0.00	228.89	6.12	-666.00	309.72	0.00	708.35	7307.28
1468051206.0 100 170042.23	1002.59	20.70	90.98	0.00	223.76	3.69	-666.00	309.55	0.00	708.35	7307.28
1468051207.0 100 170042.23	1002.59	20.70	90.98	0.00	227.60	5.45	-666.00	309.55	0.00	708.35	7307.28
1468051207.0 100 170042.23	1002.19	20.51	85.44	0.00	231.48	2.44	-666.00	309.89	0.00	708.35	7307.28
1468051208.0 100 170042.23	1002.19	20.51	86.23	0.00	227.60	3.69	-666.00	309.89	0.00	708.35	7307.28
1468051209.0 100 170042.23	1002.59	20.70	87.34	0.00	228.89	7.21	-666.00	310.05	0.00	708.35	7307.28
1468051209.0 100 170042.23	1002.59	20.70	90.19	0.00	230.18	-2.33	-666.00	309.77	0.00	708.35	7307.28
1468051210.0 100 170042.23	1002.19	20.51	88.92	0.00	231.48	-2.33	-666.00	309.72	473.68	708.35	7307.28
1468051211.0 100 170042.23	1002.59	20.70	90.35	0.00	225.04	0.68	-666.00	309.72	0.00	708.35	7307.28
1468051212.0 100 170042.23	1002.59	20.70	85.60	0.00	228.89	0.68	-666.00	309.94	0.00	708.35	7307.28
1468051212.0 100 170042.23	1002.59	20.70	90.82	0.00	225.04	0.68	-666.00	309.55	0.00	708.35	7307.28
1468051213.0 100 170042.23	1002.59	20.70	90.51	0.00	228.89	6.12	-666.00	309.66	0.00	708.35	7307.28
1468051214.0 100 170042.23	1002.59	20.70	88.29	0.00	230.18	5.45	-666.00	309.83	0.00	708.35	7307.28
1468051215.0 100 170042.23	1002.19	20.51	90.51	0.00	226.32	-2.33	-666.00	309.66	0.00	708.35	7307.28
1468051215.0 100 170042.23	1002.19	20.51	90.51	0.00	226.32	3.69	-666.00	309.72	0.00	708.35	7307.28
1468051216.0 100 170042.23	1002.19	20.51	90.66	0.00	223.76	0.68	-666.00	309.55	0.00	708.35	7307.28
1468051217.0 100 170042.23	1002.59	20.70	90.82	0.00	223.76	5.45	-666.00	309.55	0.00	708.35	7307.28
1468051218.0 100 170042.23	1002.19	20.51	87.18	0.00	225.04	-0.00	-666.00	309.89	0.00	708.35	7307.28
1468051218.0 100 170042.23	1002.59	20.70	90.66	0.00	225.04	7.67	-666.00	309.55	0.00	708.35	7307.28
1468051219.0 100 170042.23	1002.19	20.51	90.66	0.00	227.60	-2.33	-666.00	309.60	0.00	708.35	7307.28
1468051220.0 100 170042.23	1002.59	20.70	90.66	0.00	227.60	-2.33	-666.00	309.60	0.00	708.35	7307.28
1468051220.0 100 170042.23	1002.59	20.70	90.35	0.00	230.18	8.08	-666.00	309.66	0.00	708.35	7307.28
1468051221.0 100 170042.23	1002.59	20.70	87.03	0.00	225.04	-2.33	-666.00	309.83	0.00	708.35	7307.28
1468051222.0 100 170042.23	1002.59	20.70	90.82	0.00	225.04	-0.00	-666.00	309.60	0.00	708.35	7307.28
1468051223.0 100 170042.23	1002.59	20.70	90.82	0.00	226.32	5.45	-666.00	309.60	0.00	708.35	7307.28
1468051223.0 100 170042.23	1002.59	20.70	90.35	0.00	226.32	6.12	-666.00	309.66	0.00	708.35	7307.28
1468051224.0 100 170042.23	1002.59	20.70	90.66	0.00	226.32	0.68	-666.00	309.55	0.00	708.35	7307.28
1468051225.0 100 170042.23	1002.59	20.70	90.82	0.00	223.76	3.69	-666.00	309.49	0.00	708.35	7307.28
1468051226.0 100 170042.23	1002.19	20.51	90.03	0.00	228.89	2.44	-666.00	309.77	0.00	708.35	7307.28
1468051226.0 100 170042.23	1002.19	20.51	90.35	0.00	223.76	3.69	-666.00	309.77	0.00	708.35	7307.28
1468051227.0 100 170042.23	1002.59	20.70	88.13	0.00	227.60	-2.33	-666.00	309.72	0.00	708.35	7307.28
1468051228.0 100 170042.23	1002.99	20.89	86.87	0.00	234.09	-2.33	-666.00	309.89	0.00	708.35	7307.28
1468051228.0 100 170042.23	1002.59	20.70	81.01	0.00	223.76	3.69	-666.00	309.83	0.00	708.35	7307.28
1468051229.0 100 170042.23	1002.59	20.70	90.66	0.00	226.32	4.66	-666.00	309.55	0.00	708.35	7307.28
1468051230.0 100 170042.23	1002.19	20.51	90.82	0.00	226.32	0.68	-666.00	309.60	0.00	708.35	7307.28
1468051231.0 100 170042.23	1002.59	20.70	89.87	0.00	230.18	2.44	-666.00	309.72	0.00	708.35	7307.28
1468051231.0 100 170042.23	1002.59	20.70	88.29	0.00	228.89	9.97	-666.00	309.72	0.00	708.35	7307.28
1468051232.0 100 170042.23	1001.35	20.70	90.19	0.00	226.32	2.44	-666.00	309.72	0.00	708.35	7307.28
1468051233.0 100 170042.23	1002.59	20.70	90.03	0.00	230.18	0.68	-666.00	309.72	0.00	708.35	7307.28
1468051234.0 100 170042.23	1002.59	20.70	90.51	0.00	226.32	5.45	-666.00	309.66	473.68	708.35	7307.28
1468051234.0 100 170042.23	1001.35	20.70	83.86	0.00	228.89	5.45	-666.00	309.83	0.00	708.35	7307.28
1468051235.0 100 170042.23	1002.59	20.70	88.92	0.00	228.89	-2.33	-666.00	309.83	0.00	708.35	7307.28
1468051236.0 100 170042.23	1002.99	20.89	90.66	0.00	228.89	-0.00	-666.00	309.60	0.00	708.35	7307.28
1468051237.0 100 170042.23	1002.59	20.70	90.66	0.00	232.78	2.44	-666.00	309.60	0.00	708.35	7307.28
1468051237.0 100 170042.23	999.70	20.51	90.35	0.00	227.60	5.45	-666.00	309.72	0.00	708.35	7307.28
1468051238.0 100 170042.23	1002.59	20.70	91.14	0.00	221.22	8.08	-666.00	309.49	0.00	708.35	7307.28
1468051239.0 100 170042.23	1002.19	20.51	90.51	0.00	225.04	5.45	-666.00	309.72	0.00	708.35	7307.28
1468051239.0 100 170042.23	1002.59	20.70	90.35	0.00	231.48	6.12	-666.00	309.60	0.00	708.35	7307.28
1468051240.0 100 170042.23	1000.94	20.51	87.66	0.00	223.76	-2.33	-666.00	309.83	0.00	708.35	7307.28
1468051241.0 100 170042.23	1002.59	20.70	81.33	0.00	228.89	-0.00	-666.00	310.05	0.00	708.35	7307.28
1468051242.0 100 170042.23	1002.59	20.70	88.13	0.00	228.89	4.66	-666.00	309.83	0.00	708.35	7307.28
1468051242.0 100 170042.23	1002.19	20.51	88.77	0.00	230.18	0.68	-666.00	309.89	0.00	708.35	7307.28
1468051243.0 100 170042.23	1002.59	20.70	90.82	0.00	225.04	0.68	-666.00	309.66	0.00	708.35	7307.28
1468051244.0 100 170042.23	1001.78	20.33	90.66	0.00	222.49	0.68	-666.00	309.60	0.00	708.35	7307.28
1468051245.0 100 170042.23	1001.35	20.70	90.82	0.00	223.76	-2.33	-666.00	309.49	0.00	708.35	7307.28
1468051245.0 100 170042.23	1002.19	20.51	90.51	0.00	232.78	0.68	-666.00	309.66	0.00	708.35	7307.28
1468051246.0 100 170042.23	1002.19	20.51	90.82	0.00	227.60	3.69	-666.00	309.55	0.00	708.35	7307.28
1468051247.0 100 170042.23	1002.19	20.51	87.66	0.00	228.89	4.66	-666.00	309.89	0.00	708.35	7307.28
1468051248.0 100 170042.23	1002.19	20.51	90.35	0.00	223.76	6.12	-666.00	309.72	0.00	708.35	7307.28
1468051248.0 100 170042.23	1002.59	20.70	90.51	0.00	227.60	4.66	-666.00	309.66	0.00	708.35	7307.28
1468051249.0 100 170042.23	1002.19	20.51	90.66	0.00	225.04	4.66	-666.00	309.60	0.00	708.35	7307.28
1468051250.0 100 170042.23	1002.59	20.70	90.19	0.00	230.18	10.89	-666.00	309.77	0.00	708.35	7307.28
1468051250.0 100 170042.23	1002.59	20.70	84.49	0.00	230.18	2.44	-666.00	309.94	0.00	708.35	7307.28
1468051251.0 100 170042.23	1002.19	20.51	88.92	0.00	226.32	-2.33	-666.00	309.72	473.68	708.35	7307.28
1468051252.0 100 170042.23	1002.19	20.51	90.35	0.00	228.89	-0.00	-666.00	309.72	0.00	708.35	7307.28
1468051253.0 100 170042.23	1002.59	20.70	90.66	0.00	223.76	2.44	-666.00	309.60	0.00	708.35	7307.28
1468051253.0 100 170042.23	1002.19	20.51	90.35	0.00	227.60	2.44	-666.00	309.60	0.00	708.35	7307.28
1468051254.0 100 170042.23	1002.19	20.51	90.82	0.00	225.04	5.45	-666.00	309.60	473.68	708.35	7307.28
