# Name = UIS1
# Version = 1.0
# Location = Universidad Industrial de Santander
# Sensors = Presion, Temperatura, Humedad, Irradiancia, Iluminancia, Ruido, LLuvia, CO2, NO2, Latitud, Longitud, Nubosidad
# Power = Red
# GPS = si
# Time Zone = UTC-5
# Data = UTCtime GPStime Presion Temperatura Humedad Irradiancia Iluminancia  Ruido Lluvia CO2 NO2 Latitud Longitud Nubosidad 
1458144001.0 194904.35	1001.34	32.48	-24.84	832.10	194.44	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144002.0 194904.35	1001.34	32.48	-24.68	825.12	193.27	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144003.0 194904.35	1002.22	32.29	-24.68	828.61	193.27	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144004.0 194904.35	1002.62	32.48	-24.84	839.08	194.44	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144005.0 194904.35	1001.34	32.48	-24.68	835.59	190.95	-0.00	0.00	308.09	0.00	708.34	7307.27
1458144006.0 194904.35	1001.34	32.48	-24.68	839.08	189.79	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144007.0 194904.35	1000.95	32.29	-24.68	851.30	193.27	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144008.0 194904.35	1002.62	32.48	-24.68	858.28	193.27	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144009.0 194904.35	1001.34	32.48	-24.84	867.01	197.98	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144010.0 194904.35	1000.95	32.29	-24.68	844.32	192.11	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144011.0 194904.35	1001.34	32.48	-24.68	835.59	190.95	-0.00	0.00	308.09	0.00	708.34	7307.27
1458144012.0 194904.35	1000.95	32.29	-24.68	830.35	192.11	-0.00	0.00	308.09	0.00	708.34	7307.27
1458144013.0 194904.35	1000.95	32.29	-24.68	819.88	190.95	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144014.0 194904.35	1001.34	32.48	-24.84	828.61	200.35	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144015.0 194904.35	1001.34	32.48	-24.68	809.40	194.44	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144016.0 194904.35	1001.34	32.48	-24.84	793.69	192.11	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144017.0 194904.35	1002.62	32.48	-24.84	788.45	190.95	-0.00	0.00	308.09	0.00	708.34	7307.27
1458144018.0 194904.35	1001.34	32.48	-24.68	790.19	192.11	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144019.0 194904.35	1001.34	32.48	-24.84	800.67	193.27	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144020.0 194904.35	1001.34	32.48	-24.68	798.93	190.95	-0.00	0.00	308.09	0.00	708.34	7307.27
1458144021.0 194904.35	1003.89	32.48	-24.68	805.91	189.79	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144022.0 194904.35	1002.62	32.48	-24.68	816.39	189.79	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144023.0 194904.35	1001.34	32.48	-24.84	825.12	190.95	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144024.0 194904.35	1002.62	32.48	-24.84	847.81	194.44	-2.33	0.00	308.25	0.00	708.34	7307.27
1458144025.0 194904.35	1001.34	32.48	-24.68	853.05	193.27	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144026.0 194904.35	1002.62	32.48	-24.68	860.03	194.44	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144027.0 194904.35	1001.34	32.48	-24.68	868.75	194.44	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144028.0 194904.35	1001.34	32.48	-24.68	867.01	193.27	-2.33	0.00	308.25	0.00	708.34	7307.27
1458144029.0 194904.35	1000.07	32.48	-24.68	872.24	194.44	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144030.0 194904.35	1001.34	32.48	-24.68	868.75	193.27	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144031.0 194904.35	1001.34	32.48	-24.68	861.77	189.79	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144032.0 194904.35	1002.62	32.48	-24.68	863.52	190.95	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144033.0 194904.35	1001.34	32.48	-24.68	863.52	189.79	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144034.0 194904.35	1001.74	32.66	-24.84	877.47	194.44	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144035.0 194904.35	1001.34	32.48	-24.68	870.50	192.11	0.68	0.00	308.14	0.00	708.34	7307.27
1458144036.0 194904.35	1001.34	32.48	-24.68	870.50	192.11	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144037.0 194904.35	1002.62	32.48	-24.68	872.24	193.27	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144038.0 194904.35	1001.74	32.66	-24.68	873.98	192.11	-2.33	0.00	308.14	0.00	708.34	7307.27
1458144039.0 194904.35	1000.95	32.29	-24.68	875.73	193.27	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144040.0 194904.35	1001.74	32.66	-24.68	887.94	197.98	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144041.0 194904.35	1001.74	32.66	-24.68	886.20	195.62	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144042.0 194904.35	1001.34	32.48	-24.68	884.45	195.62	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144043.0 194904.35	1000.07	32.48	-24.68	884.45	195.62	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144043.0 194904.35	1001.34	32.48	-24.68	877.47	194.44	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144044.0 194904.35	1001.34	32.48	-24.68	889.69	197.98	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144045.0 194904.35	1001.34	32.48	-24.84	880.96	195.62	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144046.0 194904.35	1000.46	32.66	-24.68	880.96	195.62	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144047.0 194904.35	1001.74	32.66	-24.68	880.96	194.44	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144048.0 194904.35	1001.74	32.66	-24.68	879.22	194.44	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144049.0 194904.35	1000.46	32.66	-24.68	889.69	197.98	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144050.0 194904.35	1001.74	32.66	-24.68	882.71	195.62	-0.00	0.00	308.31	0.00	708.34	7307.27
1458144051.0 194904.35	1001.34	32.48	-24.68	882.71	194.44	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144052.0 194904.35	1002.62	32.48	-24.84	886.20	196.79	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144053.0 194904.35	1001.34	32.48	-24.68	877.47	194.44	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144054.0 194904.35	1001.34	32.48	-24.68	887.94	197.98	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144055.0 194904.35	1002.62	32.48	-24.68	879.22	195.62	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144056.0 194904.35	1001.34	32.48	-24.68	880.96	195.62	-0.00	0.00	308.31	0.00	708.34	7307.27
1458144057.0 194904.35	1001.34	32.48	-24.84	875.73	195.62	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144058.0 194904.35	1001.34	32.48	-24.68	877.47	196.79	-0.00	0.00	308.31	0.00	708.34	7307.27
1458144059.0 194904.35	1000.95	32.29	-24.84	879.22	197.98	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144060.0 194904.35	1000.95	32.29	-24.68	875.73	195.62	-0.00	0.00	308.31	0.00	708.34	7307.27
1458144061.0 194904.35	1000.95	32.29	-24.68	865.26	193.27	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144062.0 194904.35	1001.34	32.48	-24.68	868.75	193.27	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144063.0 194904.35	1001.34	32.48	-24.84	868.75	193.27	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144064.0 194904.35	1001.34	32.48	-24.84	882.71	199.16	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144065.0 194904.35	1001.34	32.48	-24.68	875.73	195.62	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144066.0 194904.35	1001.34	32.48	-24.84	875.73	195.62	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144067.0 194904.35	1000.95	32.29	-24.84	875.73	195.62	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144068.0 194904.35	1001.34	32.48	-24.84	877.47	195.62	-0.00	0.00	308.31	0.00	708.34	7307.27
1458144069.0 194904.35	1001.74	32.66	-24.84	880.96	197.98	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144070.0 194904.35	1001.34	32.48	-24.68	879.22	196.79	-0.00	0.00	308.37	0.00	708.34	7307.27
1458144071.0 194904.35	1001.34	32.48	-24.84	877.47	195.62	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144072.0 194904.35	1002.22	32.29	-24.68	870.50	193.27	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144073.0 194904.35	1000.95	32.29	-24.68	873.98	193.27	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144074.0 194904.35	1001.34	32.48	-24.84	879.22	195.62	-2.33	0.00	308.25	0.00	708.34	7307.27
1458144075.0 194904.35	1000.95	32.29	-24.68	872.24	193.27	-0.00	0.00	308.09	0.00	708.34	7307.27
1458144076.0 194904.35	1001.34	32.48	-24.68	865.26	190.95	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144077.0 194904.35	1000.95	32.29	-24.68	863.52	190.95	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144078.0 194904.35	1000.16	31.92	-24.68	865.26	190.95	-2.33	0.00	308.03	473.68	708.34	7307.27
1458144079.0 194904.35	1001.83	32.10	-24.84	875.73	194.44	-0.00	0.00	308.31	0.00	708.34	7307.27
1458144080.0 194904.35	1000.95	32.29	-24.68	873.98	193.27	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144081.0 194904.35	1001.83	32.10	-24.68	872.24	193.27	-2.33	0.00	308.25	0.00	708.34	7307.27
1458144082.0 194904.35	1001.04	31.73	-24.84	873.98	193.27	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144083.0 194904.35	1001.04	31.73	-24.68	882.71	196.79	-0.00	0.00	308.31	0.00	708.34	7307.27
1458144084.0 194904.35	1001.43	31.92	-24.68	875.73	194.44	-0.00	0.00	308.25	0.00	708.34	7307.27
1458144085.0 194904.35	1001.83	32.10	-24.68	870.50	192.11	-0.00	0.00	308.09	0.00	708.34	7307.27
1458144086.0 194904.35	1001.91	31.54	-24.84	865.26	189.79	-0.00	0.00	308.09	0.00	708.34	7307.27
1458144087.0 194904.35	1000.64	31.54	-24.68	865.26	189.79	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144088.0 194904.35	1002.70	31.92	-24.68	867.01	189.79	-0.00	0.00	307.97	0.00	708.34	7307.27
1458144089.0 194904.35	1001.04	31.73	-24.68	865.26	189.79	-0.00	0.00	308.03	0.00	708.34	7307.27
1458144090.0 194904.35	1003.58	31.73	-24.68	877.47	194.44	-0.00	0.00	308.20	0.00	708.34	7307.27
1458144091.0 194904.35	1001.04	31.73	-24.68	870.50	193.27	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144092.0 194904.35	1002.79	31.36	-24.84	868.75	192.11	-0.00	0.00	308.14	0.00	708.34	7307.27
1458144093.0 194904.35	1001.52	31.36	-24.68	868.75	193.27	-0.00	0.00	308.25	0.00	708.34	7307.27
